1,1,55.02,61.2,120.67999999999998,55.3,1,1,1.0
1,2,0.0,14.46,17.1,27.299999999999997,1,1,1.0
1,3,92.4,0.0,226.4,62.8,1,1,1.0
1,4,312.9,0.0,397.80000000000007,111.9,1,1,1.0
2,1,36.7,57.9,117.3,53.9,1,1,1.0
2,2,0.0,18.2,9.8,20.7,1,1,1.0
2,3,92.4,0.0,225.92,62.8,1,1,1.0
2,4,311.95,0.0,398.09999999999997,111.9,1,1,1.0
3,1,20.3,55.6,112.89999999999999,51.800000000000004,1,1,1.0
3,2,0.0,23.3,2.2,12.7,1,1,1.0
3,3,92.4,0.0,225.42999999999998,62.8,1,1,1.0
3,4,311.0,0.0,398.4,111.9,1,1,1.0
4,1,4.2,52.4,108.89999999999999,54.9,1,1,1.0
4,3,92.4,0.0,224.95000000000002,62.8,1,1,1.0
4,4,311.0,0.0,397.1,111.9,1,1,1.0
5,1,0.0,49.9,92.7,49.300000000000004,1,1,1.0
5,3,92.4,0.0,224.47,62.8,1,1,1.0
5,4,311.0,0.0,395.79999999999995,111.9,1,1,1.0
6,1,0.0,47.0,75.8,48.5,1,1,1.0
6,3,92.4,0.0,223.98,62.8,1,1,1.0
6,4,311.0,0.0,394.5,111.9,1,1,1.0
7,1,0.37,43.33,58.900000000000006,47.07000000000001,1,1,1.0
7,3,92.4,0.0,223.49999999999997,62.8,1,1,1.0
7,4,311.0,0.0,394.16999999999996,111.9,1,1,1.0
8,1,0.37,42.2,40.93,45.3,1,1,1.0
8,3,92.4,0.0,222.9,62.8,1,1,1.0
8,4,311.0,0.0,393.83000000000004,111.9,1,1,1.0
9,1,0.37,42.2,26.33,38.599999999999994,1,1,1.0
9,3,92.4,0.0,222.6,62.8,1,1,1.0
9,4,311.0,0.0,393.5,111.9,1,1,1.0
10,1,0.37,48.5,13.63,26.599999999999994,1,1,1.0
10,3,92.4,0.0,222.29999999999998,62.8,1,1,1.0
10,4,311.0,0.0,393.5,111.9,1,1,1.0
10,5,920.74,197.59,39.25999999999999,63.51000000000002,1,1,1.0
11,3,92.4,0.0,222.23,62.8,1,1,1.0
11,4,311.0,0.0,393.5,111.9,1,1,1.0
11,5,874.1,180.9,85.89999999999998,85.49999999999997,1,1,1.0
12,3,92.4,0.0,222.16,62.8,1,1,1.0
12,4,311.0,0.0,393.42999999999995,111.9,1,1,1.0
12,5,827.5,172.6,131.0,88.50000000000003,1,1,1.0
13,3,92.4,0.0,222.09,62.8,1,1,1.0
13,4,311.0,0.0,393.36,111.9,1,1,1.0
13,5,779.4,160.3,180.60000000000002,99.80000000000001,1,1,1.0
14,3,92.4,0.0,222.02,62.8,1,1,1.0
14,4,311.0,0.0,393.29999999999995,111.9,1,1,1.0
14,5,737.7,149.5,221.79999999999995,121.39999999999998,1,1,1.0
14,6,0.0,180.1,14.23,38.900000000000006,1,1,1.0
15,3,92.4,0.0,221.95000000000002,62.8,1,1,1.0
15,4,311.0,0.0,393.23,111.9,1,1,1.0
15,5,698.0,143.6,261.5,115.50000000000003,1,1,1.0
15,6,0.0,165.4,32.6,63.900000000000006,1,1,1.0
16,3,92.4,0.0,221.87999999999997,62.8,1,1,1.0
16,4,311.0,0.0,393.15999999999997,111.9,1,1,1.0
