1,1,207.57,251.0,96.63,41.379999999999995,1,1,1.0
1,2,734.52,265.41,71.25,39.00999999999999,1,1,1.0
1,3,122.51,333.72,133.79000000000002,58.879999999999995,1,1,1.0
2,1,208.8,251.0,95.39999999999998,40.39999999999998,1,1,1.0
2,2,721.4,270.0,70.39999999999998,36.39999999999998,1,1,1.0
2,3,97.12,337.6,136.78,60.379999999999995,1,1,1.0
3,1,208.8,251.05,95.38999999999999,40.379999999999995,1,1,1.0
3,2,707.79,270.04,72.48000000000002,37.329999999999984,1,1,1.0
3,3,73.68,341.1,139.32,60.099999999999966,1,1,1.0
4,1,208.8,251.1,95.38,40.359999999999985,1,1,1.0
4,2,692.58,271.99,74.54999999999995,38.25999999999999,1,1,1.0
4,3,48.97,344.58,141.83,60.10000000000002,1,1,1.0
5,1,208.8,251.15,95.36000000000001,40.34,1,1,1.0
5,2,680.26,274.22,74.03999999999996,39.19,1,1,1.0
5,3,22.96,348.9,145.64,61.18000000000001,1,1,1.0
6,1,208.8,251.2,95.34999999999997,40.31,1,1,1.0
6,2,664.9,273.6,77.39999999999998,43.46999999999997,1,1,1.0
6,3,0.23,353.56,145.64000000000001,61.18000000000001,1,1,1.0
7,1,208.8,251.25,95.33999999999997,40.29000000000002,1,1,1.0
7,2,650.62,276.91,78.08000000000004,41.69,1,1,1.0
7,3,0.23,353.9,121.57,68.20000000000005,1,1,1.0
8,1,208.8,251.3,95.32999999999998,40.26999999999998,1,1,1.0
8,2,635.73,278.5,80.25,44.45999999999998,1,1,1.0
8,3,0.0,358.34,100.6,68.20000000000005,1,1,1.0
9,1,208.8,251.36,95.31,40.24000000000001,1,1,1.0
9,2,622.1,280.42,81.0,43.879999999999995,1,1,1.0
9,3,0.0,358.34,75.0,60.360000000000014,1,1,1.0
10,1,208.8,251.41,95.30000000000001,40.22,1,1,1.0
10,2,604.4,283.32,81.88999999999999,43.18000000000001,1,1,1.0
10,3,0.0,368.7,52.3,56.150000000000034,1,1,1.0
11,1,208.8,251.46,95.28999999999996,40.20000000000002,1,1,1.0
11,2,590.8,282.9,83.5,46.400000000000034,1,1,1.0
11,3,0.0,375.1,27.8,52.69999999999999,1,1,1.0
12,1,208.8,251.51,95.27999999999997,40.18000000000001,1,1,1.0
12,2,574.5,285.94,86.20000000000005,45.160000000000025,1,1,1.0
13,1,208.8,251.56,95.25999999999999,40.160000000000025,1,1,1.0
13,2,558.0,288.98,87.0,46.120000000000005,1,1,1.0
14,1,208.8,251.61,95.25,40.129999999999995,1,1,1.0
14,2,543.9,290.23,86.80000000000007,44.870000000000005,1,1,1.0
15,1,208.8,251.66,95.24000000000001,40.109999999999985,1,1,1.0
15,2,526.18,292.94,89.28000000000009,45.920000000000016,1,1,1.0
16,1,208.8,251.71,95.21999999999997,40.09,1,1,1.0
16,2,510.63,295.72,90.57000000000005,46.97999999999996,1,1,1.0
17,1,208.8,251.76,95.20999999999998,40.06999999999999,1,1,1.0
17,2,493.76,299.12,93.12,47.379999999999995,1,1,1.0
18,1,208.8,251.81,95.19999999999999,40.05000000000001,1,1,1.0
18,2,473.4,300.4,95.10000000000002,50.35000000000002,1,1,1.0
19,1,208.8,251.86,95.19,40.02999999999997,1,1,1.0
19,2,458.74,303.35,96.05999999999995,49.44999999999999,1,1,1.0
20,1,208.8,251.91,95.17000000000002,40.01000000000002,1,1,1.0
20,2,441.2,305.4,95.56,51.79000000000002,1,1,1.0
21,1,208.8,251.96,95.15999999999997,39.98999999999998,1,1,1.0
21,2,420.27,307.8,103.23000000000002,53.5,1,1,1.0
22,1,208.8,252.02,95.14999999999998,39.95000000000002,1,1,1.0
22,2,406.0,311.2,100.69999999999999,54.50999999999999,1,1,1.0
23,1,208.8,252.07,95.13,39.93000000000001,1,1,1.0
23,2,387.01,314.64,103.69,55.47000000000003,1,1,1.0
24,1,208.8,252.12,95.12,39.90999999999997,1,1,1.0
24,2,366.94,316.49,106.63,56.44999999999999,1,1,1.0
25,1,208.8,252.17,95.11000000000001,39.890000000000015,1,1,1.0
25,2,349.27,320.39,106.43,57.410000000000025,1,1,1.0
26,1,208.8,252.22,95.09999999999997,39.869999999999976,1,1,1.0
26,2,327.69,323.94,111.31,58.379999999999995,1,1,1.0
27,1,208.8,252.27,95.07999999999998,39.849999999999994,1,1,1.0
27,2,309.4,327.49,111.40000000000003,59.349999999999966,1,1,1.0
28,1,208.8,252.32,95.07,39.829999999999984,1,1,1.0
28,2,286.63,331.04,116.26999999999998,60.31999999999999,1,1,1.0
29,1,208.8,252.37,95.06,39.81,1,1,1.0
29,2,266.05,334.23,118.05000000000001,61.289999999999964,1,1,1.0
30,1,208.8,252.42,95.05000000000001,39.78,1,1,1.0
30,2,244.38,337.84,121.51999999999998,62.26000000000005,1,1,1.0
31,1,208.8,252.47,95.02999999999997,39.76000000000002,1,1,1.0
31,2,220.94,341.45,125.0,61.35000000000002,1,1,1.0
32,1,208.8,252.52,95.01999999999998,39.73999999999998,1,1,1.0
32,2,202.3,345.06,123.68,62.79000000000002,1,1,1.0
33,1,208.8,252.57,95.00999999999999,39.72000000000003,1,1,1.0
33,2,177.27,346.8,128.74999999999997,66.09999999999997,1,1,1.0
34,1,208.8,252.62,94.99000000000001,39.69999999999999,1,1,1.0
34,2,152.24,351.35,134.17000000000002,66.59999999999997,1,1,1.0
35,1,208.8,252.68,94.97999999999996,39.670000000000016,1,1,1.0
35,2,127.21,355.9,139.59000000000003,67.10000000000002,1,1,1.0
36,1,208.8,252.73,94.96999999999997,39.650000000000006,1,1,1.0
36,2,102.28,352.6,141.72,77.0,1,1,1.0
37,1,208.8,252.78,94.95999999999998,39.619999999999976,1,1,1.0
37,2,75.16,360.3,147.21,77.0,1,1,1.0
38,1,208.8,252.83,94.94,39.599999999999994,1,1,1.0
38,2,46.57,367.99,151.23000000000002,73.70999999999998,1,1,1.0
39,1,208.8,252.88,94.93,39.579999999999984,1,1,1.0
